"","garrett_67","garrett_53","garrett_47","garrett_50","garrett_60","garrett_76","garrett_51","garrett_61","garrett_96","garrett_35","garrett_34","garrett_95","garrett_49","garrett_39","garrett_85","garrett_57","garrett_89","garrett_38","garrett_68","garrett_62","garrett_66","garrett_41","garrett_71","garrett_70","garrett_78","garrett_40","garrett_45","25617X23","25617X24","25617X25","25617X26","25617X27","25617X28","25617X29","25617X30","25617X31","25617X32","25617X33","25617X34","25617X35","25617X36","25617X37","25617X38","25617X39","25617X40","25617X41","25617X42"
"Bacteroides graminisolvens",0.0113490815350443,0,0,0.00503727584122507,0,0,0,0,0,0.00150892529310874,0,0.00245694208987494,0,0.00156829534137869,0,0,0,0.00298757170172084,0,0,0,0,0,0,0,0,0,0.00108453926488787,0.000744101599632414,0.000242511487769176,0.00106322465405328,0.000210047187100582,0.00126674517717923,0.000587803431478872,0,0,0,0.00372280029037842,0.00631233430122459,0.00116052555228582,0.000570833273871534,0.00251728793537569,0.000539113347233472,0.000618280068505432,0,0,0.000681328863815987
"Phocaeicola dorei",0.385868772191508,0.239600926980635,0.0321246436172349,0.146080999395527,0,0.0166195778627223,0.0854869468008154,0.418833044482958,0.0649027839151569,0.034705281741501,0.598035027765912,0.00245694208987494,3.01542776998597,0.000784147670689344,1.16383169203223,0.0320358801858081,0.581781914893617,0.00149378585086042,0.0436168932739743,0.0364846326727183,0.112367725402382,3.87369791666667,0,0.0112851532523812,0.632920196413916,1.81736177438183,0.0558191459670667,0.0202066789352793,0.0235322130883751,0.00936094342789018,0.0105790853078301,0.0269385517456497,0.00226352826741863,0.00558413259904929,0.520965908126729,0.811816036048923,1.07872220451592,0.0245366382774942,0.594411480031982,0.00944999378289883,0.0225479143179256,0.00319265786925698,0.00835625688211882,0.0352419639048096,0.00467037558260122,0.00664646997403589,0.213255934374404
"Phocaeicola vulgatus",11.6149743024368,0.0392788404886288,0.93964582580412,2.30707233528108,0,0.0664783114508891,2.20950877885184,3.36510687463894,1.90979893946089,0.719757364812868,2.6911576249466,0.120390162403872,4.06732117812062,0.00156829534137869,4.14801551775589,0.112125580650328,0.581781914893617,0.197179732313575,0.461737456383107,0.179504392749774,0.0202100225543852,0.48828125,0.109975417259671,0.17379136008667,0.101545438105969,0.307757614347872,0.0837287189506001,0.0334494741696996,0.0506919214749582,0.021486517816349,0.0272185511437639,0.0559775753623051,0.00323954504327804,0.00846436941329576,0.8807208674846,1.70052213718618,2.18931574689254,0.0382433120738874,1.16041745570845,0.0200605131180835,0.0545145776547315,0.00411361687000418,0.0171168487746628,0.088517096474361,0.00877805531187699,0.0132929399480718,0.551876379690949
"Phocaeicola coprophilus",0.149159357317726,0.0235673042931773,0,0.0100745516824501,0,0,0.0986387847701716,0.0144425187752744,0.0676646045072912,0.00704165136784078,0,0.0147416525392497,0,0.00548903369482541,0.0746045956430916,0,0.0166223404255319,0,0,0,0,0.0651041666666667,0,0,0.00417310019613571,0.0159184972938555,0.00930319099451112,0.00291113171101481,0.00167422859917293,0.000533525273092186,0.00148851451567459,0.000892700545177474,0.00242965878245853,0.00164584960814084,0,0.00178814104856591,0.0294196964867979,0.00456889126546443,0.0105205571687077,0.000828946823061301,0.000570833273871534,0.00251728793537569,0.000269556673616736,0.0031944470206114,0.00011253917066509,0.000214402257226964,0
"Phocaeicola salanitronis",0.0372898393294314,0,0.00803116090430872,0,0,0,0,0,0.0041427308882015,0.00502975097702913,0,0.00491388417974988,0,0.00627318136551475,0.0298418382572366,0,0,0.0119502868068834,0.00300806160510167,0.00583754122763492,0,0,0.00323457109587269,0,0.00417310019613571,0.00265308288230924,0,0.00456648111531735,0.00102313969949457,0.000533525273092186,0.00308335149675451,0.000577629764526601,0.00278268612691831,0.00188097098073239,0,0,0,0.00744560058075685,0.00210411143374153,0.00116052555228582,0.000570833273871534,0.00306986333582402,0.00107822669446694,0.000515233390421193,0.000337617511995269,0.000643206771680892,0
"Parabacteroides distasonis",0.468554937661116,0.0785576809772575,0.0522025458780067,0.120894620189402,0,0,0.368251463141974,0.823223570190641,0.0635218736190897,0.0824879160232777,0.384451089278086,0.00982776835949977,2.59467040673212,0.00313659068275738,27.9618024470307,0,0.531914893617021,0.0119502868068834,0.0541451088918301,1.2696652170106,0.0194016216522098,1.46484375,0,0.0225703065047623,0.0723337367330189,0.501432664756447,0.0186063819890222,0.00519437226867348,0.00781306679614035,0.00776036760861362,0.00547560696837438,0.00451601452266252,0.00195203355171882,0.0032329188731338,0.184968351745321,0.187754810099421,0.201034592659786,0.00676872780068804,0.085216513066532,0.0033157872922452,0.00627916601258687,0.00362243873627234,0.00458246345148452,0.00999552777417114,0.00101285253598581,0.0030016316011775,0.0694955441092306
"Parabacteroides merdae",0.992233985635305,0,0.116451833112476,0.221640137013903,0,0.0332391557254446,0.124942460708884,1.60311958405546,0.00966637207247017,0.080978990730169,0.299017513882956,0.0196555367189995,1.26227208976157,0.00156829534137869,1.04446433900328,0.0160179400929041,0.166223404255319,0.0164316443594646,0.064673324509686,0.0481597151279881,0.00485040541305244,0.1953125,0.0355802820545996,0.00902812260190493,0.00695516699355952,0.132654144115462,0.0279095729835334,0.00456648111531735,0.00595281279705931,0.00349216542387613,0.00287070656594385,0.00399089655491106,0.00461012179235721,0.00282145647109859,0.0797569957066979,0.202059938487948,0.223099365024884,0.00896856433591165,0.126246686024492,0.00182368301073486,0.00199791645855037,0.0146125494785223,0.00539113347233473,0.00803764089057061,0.000168808755997634,0.00407364288731232,0.0395170741013272
"Parabacteroides johnsonii",0.0145916762593427,0,0.0321246436172349,0,0,0,0,0.0288850375505488,0.00552364118426867,0.0593510615289437,0.0854335753951303,0.00491388417974988,0,0.00156829534137869,0.0298418382572366,0,0,0.00149378585086042,0.00150403080255084,0.00291877061381746,0.00161680180435081,0.0651041666666667,0,0,0,0.00530616576461849,0,0.00114162027882934,0.000651088899678362,0.00101854824863054,0.00281754533324119,0.00141781851292893,0.00215969669551869,0.000999265833514083,0.0322421897537715,0.0160932694370932,0.00490328274779965,0.00338436390034402,0,0,0.000856249910807301,0.00227169886850977,0.000269556673616736,0.00103046678084239,0.00011253917066509,0,0
"Parabacteroides goldsteinii",0.0210768657079395,0.00785576809772576,0.0120467413564631,0,0,0.0166195778627223,0.0131518379693562,0.288850375505488,0.00828546177640301,0.00905355175865243,0.0427167876975651,0.00245694208987494,0,0.000784147670689344,0.119367353028947,0,0,0.00298757170172084,0.0376007700637709,0.00437815592072619,0.00404200451087703,0,0.0129382843834907,0.00451406130095247,0.107109571700817,0.0291839117054017,0.0279095729835334,0.000913296223063469,0.00055807619972431,0.000485022975538351,0.0019138043772959,0.00047260617097631,0.00417402919037747,0.00252755475535915,0,0.00178814104856591,0,0.00236905473024081,0.00210411143374153,0.00016578936461226,0.0017124998216146,0.00184191800149441,0.000943448357658577,0.000103046678084239,5.62695853325448e-05,0,0.00408797318289592
"Parabacteroides sp. CT06",0.00162129736214919,0,0,0,0,0,0.0197277569540343,0,0,0.000502975097702913,0,0,0,0,0,0,0.0166223404255319,0,0,0,0,0.0651041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13972667164803e-05,0.000134778336808368,0,0,0,0
"Parabacteroides faecis",0.0145916762593427,0.0117836521465886,0,0.0100745516824501,0,0,0,0,0.00138091029606717,0.00452677587932621,0,0,0,0,0,0,0,0.00149378585086042,0,0.00291877061381746,0,0,0,0.00225703065047623,0.00417310019613571,0.0291839117054017,0.00930319099451112,0.00142702534853667,0.00111615239944862,0.000921543653522867,0.00223277177351188,0.000682653358076892,0.0034679745014579,0.00252755475535915,0.00169695735546166,0.0357628209713182,0.00245164137389983,0.00152296375515481,0.00736439001809536,0.00033157872922452,0.0017124998216146,0.00208750706836033,0.00134778336808368,0,0.000562695853325448,0.000857609028907856,0
"Tannerella forsythia",0.397217853726552,0.306374955811304,0.803116090430872,0.00503727584122507,0.0138245662542338,0,0,0.231080300404391,0.0814737074679629,0.0216279292012252,0.0854335753951303,0.085992973145623,0,0.0243085777913697,0,0,0,0.0657265774378585,0.0315846468535676,0.00729692653454365,0.00242520270652622,0,0.00646914219174537,0.0157992145533336,0.0375579017652214,0,0.0279095729835334,0.0161539269454351,0.0514360230745906,0.0183338684753497,0.0190848825402563,0.00598634483236659,0.0365487133087779,0.0780602957003942,0,0,0,0.0401047122190766,0.438707233935109,0.128652546939114,0.00485208282790804,2.66943036229913,0.395843975206177,0.0210215223291847,0.0148551705277918,0.00686087223126285,0
"Tannerella serpentiformis",0.0972778417289515,0.153187477905652,0.160623218086174,0,0,0,0.302492273295193,0,0.0483318603623509,0.0281666054713631,0.0854335753951303,0.0737082626962483,0,4.2900719063414,0,0.0320358801858081,0.0166223404255319,0.14190965583174,0.0120322464204067,0.21890779603631,0.0468872523261736,0.260416666666667,0.119679130547289,0.798988850268587,0.100154404707257,0,0,0.963013786206487,0.832091613788947,0.0672241844096155,0.192603146081751,0.110064726040705,0.161998018478282,0.28432051980633,0.00509087206638497,0,0.0171614896172988,0.0201369652070469,0.13781929891007,0.0346499772039624,0.0333937465214847,0.00294706880239106,0.00229123172574226,0.00216398023976901,0.00461410599726867,0.0482405078760669,0.0279344834164555
"Alistipes shahii",2.65082118711393,0.133548057661338,0.0923583503995502,0.433205722345356,0,0.0332391557254446,0.190701650555665,1.37203928365107,0.0787118868758285,0.133791375988975,0.854335753951303,0.0319402471683742,1.05189340813464,0.00235244301206803,1.61145926589078,0.176197341021945,0.265957446808511,0.0194192160611855,0.106786186981109,0.0408627885934444,0.0105092117282803,2.89713541666667,0.0291111398628542,0.0135421839028574,0.0695516699355952,0.742863207046588,0.0558191459670667,0.00559393936626375,0.00855716839577276,0.00494723435049118,0.00287070656594385,0.00451601452266252,0.00498391545119698,0.0055253522559014,0.20533184001086,0.160932694370932,0.247615778763882,0.00879934614089445,0.0946850145183689,0.0041447341153065,0.00199791645855037,0.00442060320358658,0.00175211837850879,0.0157661417468885,0.00101285253598581,0.00364483837285839,0.0722208595644946
"Alistipes indistinctus",0.0145916762593427,0,0.00803116090430872,0,0.00691228312711689,0,0.00657591898467811,0,0.00138091029606717,0.0281666054713631,0.0427167876975651,0.00491388417974988,0,0.00470488602413606,0,0,0.0332446808510638,0.00597514340344168,0.00902418481530502,0,0,0,0,0.00902812260190493,0.00278206679742381,0.0159184972938555,0,0.00234032157160014,0.00139519049931078,9.70045951076702e-05,0.000212644930810656,0.0017328892935798,0.00249195772559849,0.00176341029443662,0.0390300191756181,0.0858307703311637,0.129936992816691,0.000676872780068804,0.0347178386567353,0.00033157872922452,0.00142708318467883,0.00128934260104609,0.000269556673616736,0.000103046678084239,0.000281347926662724,0,0.00681328863815987
"Alistipes finegoldii",1.33108513432449,0.0667740288306689,0.0762960285909328,0.216602861172678,0,0.0664783114508891,0.10521470375485,0.85210860774119,0.0690455148033584,0.0850027915117923,0.726185390858607,0.0245694208987494,1.26227208976157,0.00156829534137869,1.35780364070427,0.0961076405574243,0.166223404255319,0.0552700764818356,0.299302129707616,0.0525378710487143,0.0105092117282803,0.911458333333333,0.0129382843834907,0.00225703065047623,0.254559111964278,0.429799426934097,0.0651223369615778,0.00468064314320028,0.00604582549701336,0.00189158960459957,0.00292386779864651,0.00372833757103533,0.00398713236095759,0.00364438127516901,0.103514398683161,0.227093913167871,0.370197847458874,0.00507654585051603,0.0967891259521104,0.00265262983379616,0.00599374937565111,0.00165772620134497,0.00431290677786778,0.00875896763716028,0.00129420046264853,0.00214402257226964,0.0858474368408143
"Alistipes senegalensis",0.0875500575560564,0.00785576809772576,0.0120467413564631,0,0,0.0498587335881669,0,0.389948006932409,0.0124281926646045,0.00955652685635534,0,0,0,0.00156829534137869,0.0596836765144733,0,0,0.00597514340344168,0.01804836963061,0.00875631184145238,0.00161680180435081,0.1953125,0,0.00225703065047623,0.00278206679742381,0.127347978350844,0,0.00182659244612694,0.00195326669903509,0.000485022975538351,0.000903740955945286,0.000210047187100582,0.00184820197981888,0.00105804617666197,0.0152726161991549,0.00178814104856591,0.0367746206084974,0.00135374556013761,0.00841644573496612,0,0,0.000920959000747205,0.00175211837850879,0.00123656013701086,0.00011253917066509,0.000643206771680892,0.000681328863815987
"Alistipes onderdonkii",0.543134616319979,0.0157115361954515,0.0602337067823154,0.080596413459601,0,0.166195778627223,1.42039850069047,26.155401502022,0.991493592576226,0.0392320576208272,0.512601452370782,0.113019336134247,2.80504908835905,0.00313659068275738,1.85019397194867,0.128143520743232,0.648271276595745,0.0268881453154876,0.261701359643845,0.0467003298210794,0.0549712613479277,0.423177083333333,0.0129382843834907,0.0428835823590484,0.383925218044485,0.73755704128197,0.0558191459670667,0.00850507107727856,0.0052087111974269,0.00489873205293735,0.00510347833945574,0.0053036914742897,0.00591839959829642,0.00440852573609154,0.154423119347011,0.0894070524282955,0.220647723650984,0.00676872780068804,0.0620712872953752,0.0024868404691839,0.00884791574500878,0.00171912346806145,0.00256078839935899,0.0310170501033558,0.000506426267992903,0.0109345151185752,0.0258904968250075
"Alistipes communis",0.457205856126072,0.0903413331238462,0.100389511303859,0.0654845859359258,0,0.0166195778627223,0.164397974616953,2.74407856730214,0.0773309765797614,0.0769551899485457,0.427167876975651,0.0147416525392497,0.841514726507714,0.00627318136551475,0.387943897344076,0.0160179400929041,0.166223404255319,0.0119502868068834,0.0315846468535676,0.0175126236829048,0.00485040541305244,1.72526041666667,0.0161728554793634,0.0270843678057148,0.00417310019613571,0.504085747638756,0,0.00376734692013681,0.00511569849747284,0.00198859419970724,0.00334915766026783,0.00315070780650873,0.00301111558509818,0.0027626761279507,0.108605270749546,0.060796795651241,0.203486234033686,0.00524576404553323,0.053654841560409,0.000828946823061301,0.00285416636935767,0.00141213713447905,0.00283034507297573,0.00844982760290757,0.000956582950653262,0.00107201128613482,0.0102199329572398
"Alistipes dispar",0.0308046498808346,0.0117836521465886,0,0.0100745516824501,0,0,0.00657591898467811,0.101097631426921,0.0124281926646045,0.0080476015632466,0.0427167876975651,0.00245694208987494,0,0.000784147670689344,0.0149209191286183,0,0,0.00896271510516252,0.00601612321020335,0.00437815592072619,0,0.0651041666666667,0,0,0,0.0291839117054017,0,0.00171243041824401,0.00186025399908103,0.000970045951076702,0.000744257257837295,0.000420094374201164,0.00220122932427867,0.000999265833514083,0,0.00357628209713182,0,0.000676872780068804,0.0105205571687077,0.000828946823061301,0,0.000920959000747205,0.000404335010425104,0.000309140034252716,0,0,0
"Alistipes megaguti",0.0486389208644758,0,0.0120467413564631,0,0,0,0.00657591898467811,0.0144425187752744,0.00276182059213433,0.0080476015632466,0,0.00737082626962483,0,0.00235244301206803,0.0149209191286183,0,0.0332446808510638,0.00149378585086042,0,0.00583754122763492,0,0.09765625,0.00323457109587269,0.00451406130095247,0,0.0344900774700202,0,0.00245448359948307,0.00120916509940267,0.00116405514129204,0.00143535328297193,0.00110274773227806,0.00348874081583789,0.00146950857869718,0.0356361044646948,0.00357628209713182,0.014709848243399,0.00473810946048163,0.017884947186803,0.00033157872922452,0,0.00116654806761313,0.000269556673616736,0.00123656013701086,0.00011253917066509,0,0.000681328863815987
"uncultured Alistipes sp.",0.0226981630700887,0.00392788404886288,0,0,0,0,0.0131518379693562,0.0144425187752744,0.00690455148033584,0.00301785058621748,0.0427167876975651,0,0,0.00548903369482541,0,0,0.0166223404255319,0.00597514340344168,0.00752015401275418,0.00145938530690873,0,0.0325520833333333,0.0129382843834907,0,0,0.0291839117054017,0,0.00142702534853667,0.000279038099862155,0.00121255743884588,0.00170115944648524,0.000420094374201164,0.00371717027401775,0.00141072823554929,0.0203634882655399,0.00894070524282956,0.00245164137389983,0.00473810946048163,0.00210411143374153,0.00016578936461226,0.00114166654774307,0.000491178133731843,0.000539113347233472,0.000309140034252716,0.00011253917066509,0.000214402257226964,0
"Alistipes ihumii",0.359928014397121,0,0.044171384973698,0.0302236550473504,0,0,0.0920628657854935,0.49104563835933,0.0262372956252762,0.0417469331093418,0.256300726185391,0.00491388417974988,0.140252454417952,0.00235244301206803,0.134288272157565,0.0320358801858081,0.0166223404255319,0.00149378585086042,0.0150403080255084,0.00729692653454365,0,0.0651041666666667,0,0,0.0013910333987119,0.0451024089992571,0.0372127639780445,0.000913296223063469,0.00055807619972431,4.85022975538351e-05,0.000903740955945286,0.000420094374201164,0.000602223117019635,0.000705364117774647,0.064484379507543,0.0464916672627137,0.0098065654955993,0.00135374556013761,0.00420822286748306,0.00049736809383678,0,0.000552575400448323,0.000673891684041841,0.00257616695210597,0.00011253917066509,0,0.00204398659144796
"Alistipes sp. dk3624",0.00972778417289515,0.0117836521465886,0,0,0,0,0.0131518379693562,0.433275563258232,0.00138091029606717,0,0.0427167876975651,0,0.280504908835905,0.00156829534137869,0.164130110414802,0,0.0166223404255319,0.00298757170172084,0.00150403080255084,0.00291877061381746,0.00161680180435081,0.0651041666666667,0,0.0067710919514287,0,0.111429481056988,0,0.000856215209122003,0.000279038099862155,9.70045951076702e-05,5.31612327026639e-05,0.000210047187100582,0.000498391545119698,0.000176341029443662,0.00678782942184663,0,0.0784525239647944,0.000846090975086005,0,0.00016578936461226,0,0.000736767200597764,0.000134778336808368,0.00144265349317934,0.00011253917066509,0,0
"uncultured Acetobacteroides sp.",0,0,0.00401558045215436,0,0,0,0,0,0.00138091029606717,0,0,0,0,0.00235244301206803,0,0,0,0.00298757170172084,0,0,0.000808400902175407,0,0.00646914219174537,0,0,0.00265308288230924,0,0.00114162027882934,0.000930126999540517,0.000145506892661505,0.000903740955945286,0.000367582577426019,0.00218046300989868,0.00123438720610563,0,0,0,0.00135374556013761,0,0.00016578936461226,0,0.000675369933881283,0,0,0.000168808755997634,0.000214402257226964,0
"Segatella copri",0.0162129736214919,0.00785576809772576,0.0522025458780067,0.00503727584122507,0,0,0,0,0.0110472823685373,0.0960682436612563,0.341734301580521,0.00245694208987494,0,0.0164671010844762,0.0298418382572366,0,0.0166223404255319,0.0119502868068834,0.00601612321020335,0.00875631184145238,0.00161680180435081,0,0.00970371328761806,0.00225703065047623,0.00417310019613571,0.010612331529237,0,0.011130797718586,0.00306941909848371,0.00329815623366079,0.00558192943377971,0.0011552595290532,0.00620912799961624,0.00640705740311971,0.0186665309100782,0.0143051283885273,0.071097599843095,0.0140451101864277,0.0294575600723814,0.00182368301073486,0.0034249996432292,0.012402247876729,0.00673891684041841,0.0013396068150951,0.00118166129198344,0.000857609028907856,0.00204398659144796
