"","garrett_56","garrett_64","garrett_79","garrett_74","garrett_80","garrett_81","garrett_83","garrett_59","garrett_94","garrett_92","garrett_84","garrett_86","garrett_87","garrett_37","garrett_93","garrett_75","garrett_65","garrett_77","garrett_69","garrett_72","garrett_63","garrett_54","garrett_33","garrett_91","garrett_55","garrett_88","garrett_44","garrett_90","garrett_52","garrett_42","garrett_58","25617X43","25617X44","25617X45","25617X46","25617X47","25617X48","25617X49","25617X50","25617X51","25617X52","25617X53","25617X54","25617X55","25617X56","25617X57","25617X58","25617X59","25617X60","25617X61","25617X62","25617X63"
"Parabacteroides merdae",0.257289879931389,0.474683544303797,0.277447483154974,1.91361399671952,0,1.42857142857143,0,0,0.12970168612192,0.397398843930636,0,0.636942675159236,0.835654596100278,1.64690382081686,0,0,0.0856898029134533,0.00274036870016639,0.393700787401575,0.000777296717475962,0,0,0.863131935881628,0.424628450106157,0.226415094339623,0.676090964966195,0.968188105117566,0,0.56497175141243,0.0398565165404544,1.48148148148148,0.337777777777778,0.0657030223390276,0.222864715094567,0.323547034152187,0.0100373389007106,0.051490654446218,0.289464826657691,0.370915395004737,0.0632279113291772,0.0886897790714862,0.162187686053912,0.159499054820416,0.153767298821117,0.587885800056287,0.452559300873908,0,0.137425561154375,0,0.177586690344892,0.00405926527298559,0.0242757727787668
"Parabacteroides johnsonii",0,0.0527426160337553,0,0,0,0,0,0,0,0.0361271676300578,0.253807106598985,0.119426751592357,0,0,0,0,0,0.00230190970813977,0,0.00388648358737981,0,0,0,0,0,0.0460971112476952,0,0,0,0,0,0.0533333333333333,0.0328515111695138,0.0120467413564631,0.00798881565807869,0,0,0,0.0262059789948999,0.00379367467975063,0.00909638759707551,0.00410601736845347,0,0.0170852554245686,0.0250164170236718,0.015605493133583,0,0.137425561154375,0,0,0,0.00323676970383557
"Parabacteroides goldsteinii",0.171526586620926,0.210970464135021,0.118906064209275,0.0546746856205577,0,0,0,0.95389507154213,0.12970168612192,0.361271676300578,0.253807106598985,0.517515923566879,0,0,1.04529616724739,0,0,0.00142499172408653,0,0,0,2.75229357798165,0,0,0.0754716981132075,0.199754148740012,0,0,0,0.91669988043045,0,0,0,0,0,0.00200746778014213,0,0.00673174015483002,0.00403168907613845,0,0.00341114534890332,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides sp. CT06",0,0,0,0,0,0,0,0,0.12970168612192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides faecis",0,0,0,0,0,0,0,0,0,0,0,0.0398089171974522,0,0,0,0,0.0856898029134533,0.00153460647209318,0,0.00466378030485577,0,0.229357798165138,0,0,0,0,0,0,0,0.119569549621363,0,0,0,0.0120467413564631,0,0,0,0.01346348030966,0.0080633781522769,0.00252911645316709,0.00227409689926888,0.00410601736845347,0,0,0.0125082085118359,0.015605493133583,0,0,0,0.00934666791288906,0,0
"Tannerella forsythia",0,0,0.0396353547364249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116191632887055,0,0.041196726026226,0,0,0,0.0707714083510262,0.150943396226415,0.0153657037492317,0,0,0,0,0,0,0,0,0.0639105252646295,0,0,0,0.00201584453806922,0.00126455822658354,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Tannerella serpentiformis",0,0,0,0,0.29806259314456,0,0,0,0,0,0,0,0,0,0,0,0,0.017209515437045,0,0.00544107702233173,0,0,0,0,0,0,0,0,0.376647834274953,0,0,0.0177777777777778,0,0,0.0718993409227082,0,0.00128726636115545,0.0269269606193201,0,0,0.00341114534890332,0,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Alistipes shahii",4.11663807890223,2.68987341772152,0.515259611573524,1.8042646254784,0.14903129657228,5.71428571428571,0,0.794912559618442,1.03761348897536,1.22832369942197,0.253807106598985,1.63216560509554,1.32311977715877,2.10803689064559,1.04529616724739,0,2.99914310197087,0.00712495862043263,0,0.0062183737398077,0,0,1.97287299630086,0.707714083510262,0.150943396226415,1.81315304240934,3.38865836791148,0,0.941619585687382,1.35512156237545,0,0.337777777777778,0.0657030223390276,0.204794603059872,0.163770720990613,0.0100373389007106,0.0077235981669327,0.11443958263211,0.262059789948999,0.0455240961570076,0.0761822461255074,0.0903323821059763,0.082703213610586,0.136682043396549,0.225147753213046,0.546192259675406,0,0,0.0956937799043062,0.0560800074773343,0.0162370610919424,0.00809192425958893
"Alistipes indistinctus",0,0,0,0,0,0,0,0,0.389105058365759,0.0541907514450867,0,0,0,0,0,0,0,0.00142499172408653,0,0.00155459343495192,1.53846153846154,0,0.123304562268804,0,0,0.0460971112476952,0,0,0,0,0,0.0177777777777778,0.0657030223390276,0.0421635947476208,0.0439384861194328,0,0.00643633180577725,0.0403904409289801,0.0564436470659383,0.0189683733987531,0.00454819379853776,0.0513252171056684,0.0354442344045369,0,0.0437787297914256,0.218476903870162,0,0.0458085203847916,0,0.0373866716515562,0.00270617684865706,0
"Alistipes finegoldii",1.37221269296741,1.89873417721519,0.515259611573524,1.31219245489338,0,2.14285714285714,0,0.794912559618442,0.259403372243839,2.98049132947977,0.761421319796954,1.71178343949045,0.835654596100278,2.37154150197628,1.04529616724739,0,1.97086546700943,0.0047134341642862,0,0.00388648358737981,0,8.25688073394496,1.23304562268804,1.98159943382873,1.66037735849057,1.5980331899201,2.00553250345781,0.699300699300699,1.12994350282486,4.30450378636907,0,0.497777777777778,0.591327201051248,0.343332128659198,0.271619732374676,0.046171758943269,0.0411925235569744,0.195220464490071,0.346725260547906,0.0531114455165088,0.127349426359057,0.178611755527726,0.283553875236295,0.284754257076143,0.384627411738954,0.499375780274657,0.00697289287893315,0.229042601923958,0.287081339712919,0.10281334704178,0.0148839726676138,0.0275125424826024
"Alistipes senegalensis",0.257289879931389,0,0,0.273373428102788,0,0,0,0.158982511923688,0.259403372243839,0.198699421965318,0,0.0796178343949045,0.0696378830083565,0,0.348432055749129,0,0.25706940874036,0.000438458992026623,0,0.00233189015242789,0,0.229357798165138,0,0,0,0.230485556238476,0.138312586445367,0,0,0.119569549621363,0,0,0.0985545335085414,0.0421635947476208,0.0159776313161574,0,0.00386179908346635,0.00673174015483002,0.0241901344568307,0.00505823290633417,0.00682229069780663,0.0184770781580406,0.00590737240075614,0.0341705108491372,0.0125082085118359,0,0,0.0458085203847916,0.334928229665072,0.00934666791288906,0,0
"Alistipes onderdonkii",0.771869639794168,2.16244725738397,0.832342449464923,1.20284308365227,0,2.85714285714286,0,1.11287758346582,1.16731517509728,3.79335260115607,0,1.99044585987261,5.15320334261838,2.89855072463768,3.13588850174216,0.476190476190476,0.342759211653813,0.00427497517225958,0.393700787401575,0.00777296717475962,0,12.3853211009174,0.369913686806412,2.19391365888181,0.679245283018868,2.71972956361401,0.345781466113416,3.4965034965035,2.25988700564972,14.7867676365086,0.740740740740741,0.248888888888889,0.427069645203679,0.271051680520419,0.215698022768125,0.0260970811418477,0.0102981308892436,0.14136654325143,0.354788638700183,0.0354076303443392,0.046618986435012,0.199141842369993,0.289461247637051,0.170852554245686,0.247037118108759,0.374531835205992,0,0.137425561154375,0,0.0654266753902234,0.00676544212164265,0.00971030911150672
"Alistipes communis",1.45797598627787,0.474683544303797,0.0396353547364249,0.273373428102788,0,1.42857142857143,0,0,0,0.541907514450867,0,0.398089171974522,0.626740947075209,1.25164690382082,0,0,3.08483290488432,0.00580958164435276,0.78740157480315,0.00310918686990385,0,0,0.369913686806412,0.0707714083510262,0,1.58266748617087,0.622406639004149,0,0.941619585687382,0,0,0.142222222222222,0.0985545335085414,0.246958197807493,0.0918713800679049,0.00401493556028426,0.0205962617784872,0.10097610232245,0.15522002943133,0.0341430721177557,0.028426211240861,0.0800673386848426,0.129962192816635,0.187937809670255,0.284561743644267,0.218476903870162,0.00174322321973329,0,0,0.10281334704178,0.00405926527298559,0.00485515455575336
"Alistipes dispar",0,0.105485232067511,0,0,0,0,0,0,0,0.307080924855491,0,0,0.0696378830083565,0,0,0,0,0.000657688488039935,0,0,0,0,0,0,0.0754716981132075,0.0921942224953903,0,0,0,0,0,0.0177777777777778,0,0.00602337067823154,0,0,0,0.0201952204644901,0.0221742899187615,0.00379367467975063,0.00682229069780663,0,0.00590737240075614,0.0170852554245686,0.0125082085118359,0,0,0,0,0.00934666791288906,0,0
"Alistipes megaguti",0,0,0,0.109349371241115,0,0,0,0,0,0.0903179190751445,0.50761421319797,0,0.20891364902507,0.0658761528326746,0,0,0,0.000876917984053247,0,0.000777296717475962,0,0,0,0,0,0.0614628149969269,0.20746887966805,0,0.188323917137476,0,0,0.0888888888888889,0,0.00602337067823154,0,0,0,0,0.0262059789948999,0.00126455822658354,0.00682229069780663,0,0.0354442344045369,0.00569508514152287,0,0.031210986267166,0.00174322321973329,0,0.0478468899521531,0,0,0
"uncultured Alistipes sp.",0,0,0,0.0546746856205577,0,0,0,0,0,0.0722543352601156,0,0,0.20891364902507,0,0,0,0.25706940874036,0.00131537697607987,0,0,0,0,0,0,0.0754716981132075,0.0460971112476952,0.0691562932226833,0,0,0,0,0.0177777777777778,0,0,0.00798881565807869,0.00200746778014213,0.00128726636115545,0.01346348030966,0.00604753361420767,0,0.00227409689926888,0.00205300868422673,0.0177221172022684,0,0.0156352606397949,0,0,0,0,0,0,0
"Alistipes ihumii",0,0,0,0.109349371241115,0,1.42857142857143,0,0,0.12970168612192,0.144508670520231,0,0.0796178343949045,0.487465181058496,0,0.348432055749129,0,0,0.000876917984053247,0,0,0,0,0,0,0,0.122925629993854,0.20746887966805,0,0,0,0,0,0,0.0240934827129262,0,0.00200746778014213,0.00386179908346635,0.00673174015483002,0.0624911806801459,0.00252911645316709,0.0193298236437855,0.00821203473690694,0.0177221172022684,0.00569508514152287,0.0437787297914256,0.0780274656679151,0,0,0,0.0280400037386672,0.00270617684865706,0.00161838485191779
"Alistipes sp. dk3624",0,0.210970464135021,0,0,0,0,0,0,0.12970168612192,0,0,0,0,0.461133069828722,0,0,0,0.000767303236046591,0,0,0,0,0,0,0,0.291948371235403,0,0,0,0,0,0.0177777777777778,0,0.0240934827129262,0.00798881565807869,0,0,0,0.00201584453806922,0.00505823290633417,0.00341114534890332,0,0,0,0,0,0,0,0,0,0,0
"uncultured Acetobacteroides sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000767303236046591,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Segatella copri",0,0,0,0.109349371241115,0,0,0,0.158982511923688,0,0.0541907514450867,0.253807106598985,0.0398089171974522,0,0.0658761528326746,0,0,0,0.0118383927847188,0,0.0132140441970914,0,0,0,0,0,0.0460971112476952,0,0,0,0,0,0.16,0.0657030223390276,0.132514154921094,0.179748352306771,0.0361344200425583,0.0437670562792853,0.437563110063952,0.96155784465902,0.12139758975202,0.0943750213196584,0.283315198423289,0.171313799621928,0.108206617688934,0.422152037274461,0.31210986267166,0.00348644643946657,0.320659642693541,0.76555023923445,0.233666697822226,0.0284148569108991,0.0178022333710956
"Segatella hominis",0,0,0,0,0,0,0,0.158982511923688,0.259403372243839,0,0.50761421319797,0,0.139275766016713,0.131752305665349,0.348432055749129,0,0,0.00416536042425292,0,0.00233189015242789,0,0,0,0,0,0.0307314074984634,0,0,0,0,0,0,0,0,0.00399440782903935,0.00401493556028426,0.0025745327223109,0.0269269606193201,0.0584594916040075,0.00505823290633417,0.00341114534890332,0.0205300868422673,0,0.0113901702830457,0.0156352606397949,0.031210986267166,0.00174322321973329,0,0,0,0,0
"Segatella bryantii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526150790431948,0,0.0108821540446635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161838485191779
"Segatella baroniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000876917984053247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Segatella oris",0,0.210970464135021,0.0396353547364249,0.109349371241115,0,0,0,0,0,0.903179190751445,6.09137055837564,0,0,0,0,0,0,0.0688380617481798,0,0.243293872569976,0,0,0,0.0707714083510262,0,0,0,0,0,0,0,0,0,0,0.0599161174355902,0,0,0.0201952204644901,0,0.00505823290633417,0.00454819379853776,0.00410601736845347,0,0,0.0156352606397949,0,0,0,0,0,0,0
"Paraprevotella clara",0,0,0,0,0,0,0,0.158982511923688,0.12970168612192,0.523843930635838,0.50761421319797,0,0,0,0.348432055749129,0,0,0.0108518600526589,0,0.0062183737398077,0,0,0,0.424628450106157,0.150943396226415,0.0768285187461586,0,0,0.753295668549906,0.0398565165404544,0,0.106666666666667,0.131406044678055,0.0361402240693892,0.00399440782903935,0,0.00128726636115545,0.0605856613934702,0.0443485798375229,0.0088519075860848,0.00795933914744107,0.0102650434211337,0.0531663516068053,0.0113901702830457,0.0218893648957128,0.015605493133583,0,0,0,0.00934666791288906,0.00135308842432853,0.00161838485191779
"Paraprevotella xylaniphila",0.171526586620926,0,0,0.874794969928923,0,0,0,0,0,0.16257225433526,0,0.437898089171975,0.766016713091922,1.91040843214756,0.348432055749129,0,0.0856898029134533,0.0037269014322263,0,0.000777296717475962,0,0,0,0,0,0.215119852489244,0.20746887966805,0,0,0,0,0.0177777777777778,0,0.126490784242862,0.0319552626323148,0,0.0051490654446218,0.0807808818579603,0.0685387142943536,0.00379367467975063,0.00341114534890332,0.0123180521053604,0.0118147448015123,0.0113901702830457,0.0750492510710154,0,0,0,0,0.00934666791288906,0,0.00323676970383557
"Prevotella melaninogenica",0.171526586620926,0.105485232067511,1.585414189457,0.601421541826134,0.14903129657228,0,0,1.11287758346582,0.12970168612192,0.234826589595376,0,0.238853503184713,0.20891364902507,0,0.696864111498258,0,0.25706940874036,3.75342820124391,1.18110236220472,4.17486066956339,0,0.917431192660551,0,0.778485491861288,0.30188679245283,0.430239704978488,0.4149377593361,0.699300699300699,0,0.398565165404544,0,0,0.164257555847569,0.102397301529936,0.675054923107649,0,0.00643633180577725,0.222147425109391,0.080633781522769,0.0214974898519202,0.00227409689926888,0.0061590260526802,0.0945179584120983,0,0.0281434691516308,0.0780274656679151,0,0,0.0478468899521531,0,0.00270617684865706,0
"Prevotella intermedia",0,0,0.0396353547364249,0,0,0,0,0,0,0.0361271676300578,0,0,0.0696378830083565,0,0,0,0,0.239508224394543,0,0.417408337284592,0,0.229357798165138,0.123304562268804,0.0707714083510262,0,0.0614628149969269,0.0691562932226833,0,0,0,0,0,0,0.00602337067823154,0.0319552626323148,0,0,0.01346348030966,0.0241901344568307,0,0,0,0.0354442344045369,0,0,0.0468164794007491,0,0,0,0,0,0
"Prevotella sp. oral taxon 475",0,0,0.0792707094728498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856898029134533,0.0158941384609651,0,0.0240961982417548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602337067823154,0,0,0,0,0,0.00126455822658354,0,0,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Prevotella sp. Rep29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25706940874036,0.0117287780367122,0,0.00699567045728366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120467413564631,0.0159776313161574,0,0,0,0.0141109117664846,0,0.00113704844963444,0.00410601736845347,0.0236294896030246,0,0.00625410425591795,0,0,0,0,0,0,0
"Prevotella sp. E13-17",0,0,0,0,0,0,0,0,0,0.0180635838150289,0,0,0,0,0,0,0,0.00416536042425292,0,0.00544107702233173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011983223487118,0,0.0025745327223109,0,0,0,0,0,0,0.00569508514152287,0.0156352606397949,0,0,0,0,0,0,0
"Prevotella sp. E9-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006686499628406,0,0.00388648358737981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604753361420767,0,0.00227409689926888,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Prevotella sp. E2-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856898029134533,0.00405574567624627,0,0.00233189015242789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0.00113704844963444,0,0,0,0.00938115638387692,0,0,0,0,0.00934666791288906,0,0
"Prevotella sp. oral taxon 299",0,0,0,0,0,0,0,0,0,0.0180635838150289,0,0,0,0,0,0,0,0.259567723279761,0.393700787401575,0.142245299298101,0,0,0,0,0,0,0.0691562932226833,0,0,0,0,0,0.26281208935611,0.0180701120346946,0.171759536648692,0,0.00128726636115545,0.14136654325143,0.0201584453806922,0.00126455822658354,0,0.0061590260526802,0,0,0.0156352606397949,0,0.00174322321973329,0,0,0,0,0
"Prevotella sp. E15-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,0,0.00460381941627954,0,0.0062183737398077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120467413564631,0,0,0,0,0.00201584453806922,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Prevotella multiformis",0,0.0527426160337553,0,0,0,0,0,0,0,0.0180635838150289,0,0,0,0,0,0,0,0.0256498510335575,0,0.0551880669407933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159776313161574,0,0,0.0201952204644901,0.0080633781522769,0,0.00227409689926888,0,0.0354442344045369,0,0,0,0,0,0,0,0,0
"Prevotella dentalis",0,0,0,0,0,0,0,0,0,0.0180635838150289,0,0,0,0.131752305665349,0.348432055749129,0,0,0.0104134010606323,0,0.0124367474796154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279608548032754,0,0,0,0.00403168907613845,0.00126455822658354,0.00113704844963444,0.0061590260526802,0,0.00569508514152287,0.00625410425591795,0,0,0,0,0,0,0
"Prevotella jejuni",0,0.158227848101266,0.0396353547364249,0,0,0,0,0,0.12970168612192,0.16257225433526,0,0.0796178343949045,0.348189415041783,0,0,0,0,3.13421448975431,0.393700787401575,5.00812275069762,0,0.458715596330275,0,0.141542816702052,0.0754716981132075,0,0.0691562932226833,0,0,0.159426066161817,0,0,0,0,0.0519273017775115,0,0,0.0269269606193201,0.00201584453806922,0.013910140492419,0.00113704844963444,0,0.0649810964083176,0.0170852554245686,0,0,0,0,0,0,0,0
"Prevotella denticola",0,0,0.317082837891399,0,0,0,0,0,0,0.0903179190751445,0,0,0,0.0658761528326746,0,0,0,0.215392979833079,0,0.356779193321467,0,0,0,0.0707714083510262,0.226415094339623,0,0,0,0.188323917137476,0,0,0,0.0657030223390276,0.00602337067823154,0.155781905332534,0,0,0.296196566812521,0.0141109117664846,0,0.00113704844963444,0,0.0177221172022684,0.0113901702830457,0,0,0,0,0.0478468899521531,0,0,0.00161838485191779
"Prevotella bivia",0,0,0,0,0,0,0,0.158982511923688,0,0.0180635838150289,0.50761421319797,0,0,0,0,0,0,0.23665824094637,0,0.36377486377875,0,0,0,0,0,0,0,0,0,0,0,0.213333333333333,0.164257555847569,0,0,0,0,0.00673174015483002,0,0,0.00454819379853776,0,0,0,0.0875574595828512,0,0,0,0.0478468899521531,0,0,0
"Prevotella communis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460381941627954,0,0.00855026389223558,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0.00798881565807869,0,0,0.00673174015483002,0,0.00126455822658354,0,0,0,0,0,0.031210986267166,0,0,0,0.00934666791288906,0,0
"Prevotella nigrescens",0,0,0.118906064209275,0.0546746856205577,0,0,0,0,0,0.0361271676300578,0,0,0,0,0,0,0,0.180316260470949,0,0.326464621339904,0,0,0,0.283085633404105,0.0754716981132075,0.0768285187461586,0.0691562932226833,0,0,0.119569549621363,0,0,0.0328515111695138,0,0.0519273017775115,0,0,0,0.00403168907613845,0.00505823290633417,0.0147816298452477,0,0.00590737240075614,0,0.00625410425591795,0,0,0,0,0,0,0
"Prevotella corporis",0,0.0527426160337553,0,0,0,0,0.884955752212389,0,0,0,0,0,0,0,0,0,0,0.0412151452505026,0,0.0785069684650722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240934827129262,0.115837827042141,0,0,0.00673174015483002,0.00604753361420767,0.00252911645316709,0.00227409689926888,0.0102650434211337,0.00590737240075614,0.0398655959906601,0.0375246255355077,0.0468164794007491,0,0,0,0,0,0
"Prevotella fusca",0,0,0,0,0,0,0,0,0,0.0361271676300578,0,0.0398089171974522,0,0,0,0,0,0.0352959488581432,0,0.0458605063310818,0,0,0,0,0.0754716981132075,0,0,0,0,0,0,0,0,0,0,0,0,0.01346348030966,0.0080633781522769,0,0.00454819379853776,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Prevotella veroralis",0,0,0,0,0,0,0,0,0,0.0361271676300578,0.253807106598985,0,0,0,0,0,0.0856898029134533,0.83778551901487,0,2.91486269053486,0,0,0,0.141542816702052,0.0754716981132075,0,0,0,0,0,1.48148148148148,0,0,0,0,0,0,0,0,0.00252911645316709,0,0.00205300868422673,0.0177221172022684,0.0170852554245686,0,0.015605493133583,0,0.0916170407695831,0,0,0,0
"Prevotella herbatica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006686499628406,0,0.020987011371851,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0.0355555555555555,0,0,0,0,0,0,0.00403168907613845,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella scopos",0,0,0.198176773682124,0,0,0,0,0,0,0.0541907514450867,0,0,0,0,0,0,0,0.101393641906157,0,0.133695035405865,0,0,0,0,0,0,0.0691562932226833,0,0,0.0797130330809087,0,0,0.131406044678055,0,0,0,0.00128726636115545,0,0.00403168907613845,0,0.00227409689926888,0,0,0,0,0,0,0,0,0,0,0
"Prevotella histicola",0.0857632933104631,0.474683544303797,0.554894966309949,0,0,0,0,0.476947535771065,0,0.307080924855491,0.50761421319797,0,0,0,0,0,0.0856898029134533,10.7131973964305,0,21.6881330110143,0,0.229357798165138,0,0.56617126680821,0.226415094339623,0.522433927473878,0.345781466113416,0,0,0.119569549621363,0,0,0,0,0.167765128819652,0,0.0025745327223109,0,0.0080633781522769,0.158069778322943,0.0193298236437855,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Pseudoprevotella muciniphila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856898029134533,0.0186345071611315,0,0.0139913409145673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01346348030966,0.00201584453806922,0,0,0.00410601736845347,0,0.0113901702830457,0,0,0,0,0,0,0,0
